month,pct_bw443
2023-01,29.13067613362765
2023-02,28.065767966210515
2023-03,30.537328160778603
2023-04,30.526298588929308
2023-05,29.79520665171089
2023-06,28.729219637887255
2023-07,24.867413632201036
2023-08,27.101984247970183
2023-09,29.260251324736586
2023-10,28.614993839053348
2023-11,31.626603339819347
2023-12,30.916260961842667
